Review_Date,Hotel_Name,Reviewer_Nationality,Review,lat,lng
3/8/2016,K K Hotel George, Finland , The room is too warm cooling is not in use duting the heating season The hotel still uses its famous breakfast in marketing That is almost a fraud The breakfast is not nearly what it used to be It was okay but not a reason to come any more The location still is a reason ,51.4918878,-0.1949706
3/7/2016,K K Hotel George, United Kingdom , Room was too hot the windows do open but there were noisy revellers so we had to close the windows ,51.4918878,-0.1949706
3/5/2016,K K Hotel George, Belgium , Nothing at all,51.4918878,-0.1949706
3/4/2016,K K Hotel George, United Kingdom , the sofa in the room was quite uncomfortable leaving me with a aching back ,51.4918878,-0.1949706
3/4/2016,K K Hotel George, France , The bathroom is quite small but did have a tub,51.4918878,-0.1949706
3/4/2016,K K Hotel George, Malta , Wifi does not work in the room its a shame for a big business city like london in 2016 to dont provide proper wifi Had to work from the toilet where the signal was here,51.4918878,-0.1949706
3/3/2016,K K Hotel George, Spain , The only bad thing I can tell about teh hotel is that the room was just a little bit small Not much space to move ,51.4918878,-0.1949706
3/1/2016,K K Hotel George, United Kingdom , Room was cold the warm air heating struggled to keep up with a very cold spell in London and the thermostat controls are impossible to understand The hotel clearly has problems getting cleaning staff to work on Saturday Our room was not ready on time Having said that the staff were quick to find an alternative room albeit a cold one ,51.4918878,-0.1949706
3/1/2016,K K Hotel George, Romania , Double glazing windows would have kept cold and noise outside But then this is a London old hotel ,51.4918878,-0.1949706
2/28/2016,K K Hotel George, United Kingdom , Insufficient UK power points for a couple on business without requesting UK adaptors Breakfast reasonable choice but a number of items were cool instead of hot Gym could do with an update Room was a little too compact ,51.4918878,-0.1949706
2/28/2016,K K Hotel George, United Kingdom , Dated rooms rooms stated bath and shower but did not have both a dated hotel on rooms but bar was trendy setting Reception staff do not care when you have booked as you are captive there ,51.4918878,-0.1949706
2/27/2016,K K Hotel George, Czech Republic ,No Negative,51.4918878,-0.1949706
2/27/2016,K K Hotel George, United Kingdom , Very definitely the breakfast Fruit selection limited Very little input from staff Many 4 star hotels will bring coffee or tea to your table The fried eggs were dry and inedible They clearly had been there too long and had not been replenished The outlook on to the garden was lovely ,51.4918878,-0.1949706
2/27/2016,K K Hotel George, Italy , The room for 3 person are not very big And another very bad surprise is with Booking Hotel i Made a reservation with a breakfast but when i arrived at hotel the breakfast didn t inclused,51.4918878,-0.1949706
2/27/2016,K K Hotel George, United Kingdom , Bathrrom quite cramped breakfast was ok but not outstanding more fruit ,51.4918878,-0.1949706
2/24/2016,K K Hotel George, Ireland ,No Negative,51.4918878,-0.1949706
2/23/2016,K K Hotel George, United Kingdom , My only thing I would say was the food during the evening and this is only because the choices were very limited I am a fussy eater and couldn t see anything I liked however the breakfast was lovely,51.4918878,-0.1949706
2/23/2016,K K Hotel George, United Kingdom , The sauna facilities were located in the same room as the massage tables and exercise bikes a little compact and restrictive with no changing facilities ,51.4918878,-0.1949706
2/23/2016,K K Hotel George, Ireland , nothing,51.4918878,-0.1949706
2/23/2016,K K Hotel George, United States of America , Thin wall can hear everything on the hallway I would definitely avoid rooms right next to or across from the elevators as you really can hear people passing by ,51.4918878,-0.1949706
2/23/2016,K K Hotel George, United Kingdom , Worst nights sleep in a long long time Pillows were awful gave me a bad neck Couldn t turn the heating off I barely slept due to how hot it was Bathroom was absolutely stifling ,51.4918878,-0.1949706
2/23/2016,K K Hotel George, United Kingdom , First night s stay was very hot because air conditioning had been turned off throughout the hotel Requested a fan for our room but did not receive one ,51.4918878,-0.1949706
2/22/2016,K K Hotel George, United Kingdom , Front of room breakfast staff woman was very rude to us The scrambled eggs did not taste good at all Very buttery and watery ,51.4918878,-0.1949706
2/22/2016,K K Hotel George, United Kingdom , Nothing could have been better This is one of if not the best hotels I ve stayed in for it s attention to detail ,51.4918878,-0.1949706
2/21/2016,K K Hotel George, Israel ,No Negative,51.4918878,-0.1949706
2/21/2016,K K Hotel George, United Kingdom , A little cold in the room and what seemed an older heating system needed to be switched on to warm the room up not as welcoming to the room when it feels cold as you go in ,51.4918878,-0.1949706
2/21/2016,K K Hotel George, United Kingdom , Rooms to small smell coming from shower drain sugar not replenish after first night constant noise from other ac units by the time you got hot breakfast it was cold,51.4918878,-0.1949706
2/21/2016,K K Hotel George, United Kingdom , Room was too hot even with air con on full and heating right down ,51.4918878,-0.1949706
2/20/2016,K K Hotel George, United Kingdom ,No Negative,51.4918878,-0.1949706
2/18/2016,K K Hotel George, United Kingdom , Bed in room 110 was appalling and needs replacement To compound this the staff were aware of the problem which means I was not the first to complain ,51.4918878,-0.1949706
2/18/2016,K K Hotel George, United Kingdom , old building re furnished sound travelled from top floor down bathroom very small,51.4918878,-0.1949706
2/16/2016,K K Hotel George, United Kingdom , very thin walls terrible nights sleep doors banging and water running no help with luggage offered dining room for breakfast far too warm for comfort reception staff in morning not offered to get taxi until i asked specifically to order write up on booking com implied 350 yards to Olympia it was not,51.4918878,-0.1949706
2/13/2016,K K Hotel George, United Kingdom , Bed is too hard pillows were horrible AC didn t work well and was extremely hot even though it was at its maximum and slow wifi Wouldn t recommend it at all,51.4918878,-0.1949706
2/12/2016,K K Hotel George, Croatia , The bathroom was far too small for an executive room The key of my room did not work properly ,51.4918878,-0.1949706
2/12/2016,K K Hotel George, United Kingdom , breakfast times could start earlier Mon Friday to allow for the travel time to get in to the city centre for work Room upgrades are not promoted at the reception or when booking in by hotel staff Wi Fi speed extremely slow The bar prices need to be more in line with the high street prices to attract more guest 5 00 for a pint of Larger is a little extreme ,51.4918878,-0.1949706
2/12/2016,K K Hotel George, United Kingdom , New management means the small luxuries that made this hotel very special have disappeared it will surely not retain its 9 rating for long,51.4918878,-0.1949706
2/11/2016,K K Hotel George, United Kingdom , Didn t realise we had to book car parking due to limited spaces available We were lucky to have a space will book in future ,51.4918878,-0.1949706
